a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,age,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,target
Non,1,1,1,2,Entrepreunariat,Occasionnel,0,2,3,3,4,3,1,3,Oui,59,Marié(e),Commercial,Senior Manager,3,6,0
Non,0,3,24,4,Transformation Digitale,Occasionnel,0,2,3,1,2,1,3,3,Non,45,Célibataire,Ressources Humaines,Ressources Humaines,1,6,0
Non,1,2,2,3,Marketing,Frequent,6,3,2,3,2,1,3,3,Non,53,Marié(e),Commercial,Cadre Commercial,2,15,0
Oui,1,3,15,3,Autre,Occasionnel,0,1,3,2,3,2,2,3,Non,36,Divorcé(e),Consulting,Consultant,7,1,1
Oui,1,2,2,3,Infra & Cloud,Frequent,1,1,3,1,1,2,3,3,Oui,26,Marié(e),Consulting,Assistant de Direction,6,3,1
Non,1,2,10,4,Infra & Cloud,Occasionnel,0,3,3,1,3,4,3,3,Oui,34,Marié(e),Commercial,Représentant Commercial,1,1,0
Non,0,5,10,1,Transformation Digitale,Occasionnel,0,4,3,1,2,2,3,4,Non,28,Marié(e),Commercial,Représentant Commercial,1,1,0
Non,1,2,3,4,Autre,Frequent,2,3,3,1,3,1,3,3,Non,38,Marié(e),Consulting,Assistant de Direction,3,2,0
Non,1,2,2,4,Transformation Digitale,Occasionnel,7,2,3,5,3,4,2,3,Oui,50,Marié(e),Consulting,Directeur Technique,2,8,0
Non,0,3,3,3,Autre,Occasionnel,0,4,3,2,2,1,2,3,Non,37,Célibataire,Consulting,Manager,3,4,0
Non,1,3,26,3,Marketing,Occasionnel,7,3,3,2,1,2,2,3,Non,40,Marié(e),Commercial,Cadre Commercial,1,7,0
Non,2,5,1,1,Transformation Digitale,Frequent,1,1,2,1,3,3,3,3,Non,26,Divorcé(e),Consulting,Assistant de Direction,1,5,0
Non,2,0,1,4,Transformation Digitale,Occasionnel,2,4,3,5,4,4,3,3,Non,46,Divorcé(e),Consulting,Directeur Technique,9,2,0
Non,1,4,2,4,Infra & Cloud,Occasionnel,7,3,2,3,3,2,3,3,Non,54,Marié(e),Commercial,Cadre Commercial,6,9,0
Non,1,4,9,3,Transformation Digitale,Frequent,0,1,3,1,3,2,3,3,Non,56,Marié(e),Consulting,Assistant de Direction,2,5,0
Non,0,2,12,5,Transformation Digitale,Occasionnel,7,4,2,3,4,2,2,3,Non,36,Célibataire,Consulting,Tech Lead,0,14,0
Non,0,3,2,1,Transformation Digitale,Aucun,6,3,2,4,1,2,4,3,Non,55,Célibataire,Consulting,Senior Manager,7,9,0
Non,1,5,25,3,Transformation Digitale,Occasionnel,0,3,2,3,4,3,3,3,Non,43,Divorcé(e),Commercial,Cadre Commercial,5,1,0
Oui,0,3,9,3,Marketing,Frequent,0,4,3,1,4,2,3,3,Oui,20,Célibataire,Commercial,Représentant Commercial,1,2,1
Oui,0,6,10,3,Infra & Cloud,Occasionnel,1,3,2,1,1,1,2,3,Non,21,Célibataire,Consulting,Consultant,1,1,1
Non,3,2,8,4,Infra & Cloud,Occasionnel,1,4,2,2,1,1,3,4,Oui,46,Divorcé(e),Consulting,Assistant de Direction,8,16,0
Oui,3,2,4,4,Infra & Cloud,Occasionnel,2,1,3,1,3,3,4,3,Oui,51,Marié(e),Consulting,Assistant de Direction,9,10,1
Oui,0,2,24,2,Entrepreunariat,Aucun,1,2,2,3,1,1,2,3,Non,28,Célibataire,Consulting,Manager,1,10,1
Non,2,2,1,2,Transformation Digitale,Occasionnel,1,1,2,1,1,1,3,3,Non,26,Marié(e),Consulting,Consultant,1,5,0
Non,1,1,20,3,Autre,Occasionnel,0,3,3,2,1,3,2,3,Non,30,Marié(e),Consulting,Tech Lead,0,6,0
Non,0,3,7,2,Entrepreunariat,Occasionnel,0,2,4,1,3,3,3,3,Non,41,Marié(e),Consulting,Assistant de Direction,1,10,0
Non,1,4,17,1,Infra & Cloud,Occasionnel,1,3,2,3,3,1,2,3,Non,38,Marié(e),Consulting,Manager,0,19,0
Non,1,6,20,4,Entrepreunariat,Occasionnel,11,1,3,3,4,4,3,4,Non,40,Marié(e),Consulting,Manager,4,11,0
Non,3,4,8,5,Infra & Cloud,Aucun,1,1,1,1,3,4,3,3,Non,27,Marié(e),Consulting,Consultant,1,3,0
Non,1,4,2,1,Infra & Cloud,Frequent,1,4,3,3,2,2,3,3,Non,55,Marié(e),Consulting,Tech Lead,3,3,0
Non,0,4,10,3,Autre,Occasionnel,1,3,3,2,3,4,4,3,Non,28,Célibataire,Consulting,Assistant de Direction,3,8,0
Oui,1,1,1,2,Transformation Digitale,Occasionnel,3,2,2,3,1,4,3,3,Non,44,Marié(e),Ressources Humaines,Ressources Humaines,9,20,1
Non,1,2,5,3,Infra & Cloud,Occasionnel,1,4,2,3,4,3,3,3,Non,33,Divorcé(e),Consulting,Manager,4,3,0
Oui,0,2,4,3,Entrepreunariat,Occasionnel,4,4,3,3,1,1,3,4,Oui,35,Célibataire,Commercial,Cadre Commercial,0,8,1
Oui,0,4,29,4,Transformation Digitale,Frequent,3,1,2,2,3,2,3,4,Non,33,Célibataire,Consulting,Assistant de Direction,1,13,1
Non,1,5,15,2,Infra & Cloud,Occasionnel,2,1,3,1,3,4,2,3,Non,28,Divorcé(e),Consulting,Consultant,1,4,0
Non,0,1,3,1,Infra & Cloud,Frequent,0,1,3,2,4,3,2,3,Non,34,Célibataire,Consulting,Manager,0,6,0
Non,3,5,10,4,Infra & Cloud,Occasionnel,0,4,2,2,4,3,3,3,Oui,37,Divorcé(e),Commercial,Cadre Commercial,2,1,0
Oui,1,3,4,1,Entrepreunariat,Occasionnel,5,4,3,1,4,2,4,3,Oui,25,Marié(e),Consulting,Consultant,1,7,1
Oui,1,0,21,3,Transformation Digitale,Occasionnel,0,1,3,1,3,3,2,4,Non,26,Divorcé(e),Consulting,Consultant,1,1,1
Oui,0,0,25,3,Transformation Digitale,Occasionnel,2,1,2,1,2,2,3,4,Oui,33,Célibataire,Consulting,Assistant de Direction,4,2,1
Non,1,3,2,2,Transformation Digitale,Occasionnel,13,4,3,4,1,4,3,3,Non,42,Marié(e),Consulting,Senior Manager,0,22,0
Oui,2,2,1,3,Transformation Digitale,Frequent,0,1,2,1,2,1,3,3,Non,28,Divorcé(e),Consulting,Consultant,1,1,1
Oui,0,4,1,4,Autre,Frequent,0,4,3,2,3,4,3,3,Oui,50,Célibataire,Commercial,Cadre Commercial,3,0,1
Non,1,3,7,3,Infra & Cloud,Frequent,0,4,3,2,2,3,3,3,Non,33,Marié(e),Commercial,Cadre Commercial,0,3,0
Non,3,2,3,4,Infra & Cloud,Aucun,0,3,2,1,4,4,3,3,Non,34,Marié(e),Consulting,Assistant de Direction,3,0,0
Non,0,3,1,4,Transformation Digitale,Aucun,2,1,4,4,4,3,2,4,Non,48,Célibataire,Consulting,Senior Manager,2,5,0
Non,1,2,9,4,Infra & Cloud,Aucun,4,2,2,2,3,4,3,3,Non,45,Marié(e),Commercial,Cadre Commercial,1,15,0
Non,0,4,7,4,Infra & Cloud,Occasionnel,4,2,3,3,2,4,3,3,Non,52,Célibataire,Consulting,Manager,7,8,0
Non,2,2,10,4,Marketing,Occasionnel,2,3,2,3,3,2,3,3,Oui,38,Divorcé(e),Commercial,Cadre Commercial,0,8,0
Non,1,1,28,4,Infra & Cloud,Occasionnel,1,3,3,1,4,1,3,4,Non,29,Divorcé(e),Consulting,Assistant de Direction,4,7,0
Non,3,3,3,3,Transformation Digitale,Occasionnel,1,4,3,3,2,2,2,3,Non,28,Divorcé(e),Consulting,Tech Lead,0,9,0
Non,1,3,3,1,Marketing,Occasionnel,4,1,3,4,3,4,3,3,Non,46,Marié(e),Commercial,Senior Manager,3,12,0
Non,0,2,2,2,Marketing,Occasionnel,0,4,3,3,2,3,3,3,Non,38,Célibataire,Commercial,Cadre Commercial,7,1,0
Non,1,1,27,3,Infra & Cloud,Frequent,0,3,3,3,1,3,3,3,Non,43,Marié(e),Consulting,Tech Lead,8,8,0
Oui,3,4,2,3,Infra & Cloud,Frequent,11,1,3,4,4,4,3,3,Non,39,Divorcé(e),Consulting,Manager,7,18,1
Non,0,2,14,3,Transformation Digitale,Occasionnel,4,3,2,5,3,1,4,3,Non,40,Célibataire,Consulting,Directeur Technique,1,20,0
Non,0,6,1,1,Entrepreunariat,Occasionnel,2,4,2,1,2,3,4,3,Oui,21,Célibataire,Consulting,Assistant de Direction,1,2,0
Non,0,2,9,3,Infra & Cloud,Aucun,0,3,3,2,2,3,2,3,Non,39,Célibataire,Consulting,Consultant,9,5,0
Non,0,0,18,4,Infra & Cloud,Aucun,0,1,3,2,4,1,3,4,Non,36,Célibataire,Consulting,Tech Lead,2,11,0
Non,1,4,20,3,Infra & Cloud,Frequent,2,3,4,1,4,1,3,3,Non,31,Marié(e),Commercial,Représentant Commercial,0,2,0
Non,0,2,2,1,Infra & Cloud,Occasionnel,0,1,2,1,2,1,1,3,Non,28,Marié(e),Consulting,Assistant de Direction,0,5,0
Non,1,3,11,2,Marketing,Frequent,0,4,3,2,4,4,3,3,Non,35,Divorcé(e),Commercial,Cadre Commercial,1,5,0
Non,1,3,8,4,Entrepreunariat,Occasionnel,2,4,2,4,2,2,3,3,Non,49,Marié(e),Commercial,Cadre Commercial,6,9,0
Non,0,3,2,2,Infra & Cloud,Frequent,0,4,3,2,3,4,2,3,Non,34,Célibataire,Consulting,Tech Lead,2,3,0
Non,2,2,10,3,Infra & Cloud,Frequent,1,4,3,1,2,4,2,3,Non,29,Divorcé(e),Consulting,Assistant de Direction,0,7,0
Non,0,3,29,3,Transformation Digitale,Occasionnel,0,2,1,2,4,1,3,3,Non,42,Célibataire,Consulting,Consultant,4,1,0
Non,1,2,8,1,Transformation Digitale,Occasionnel,1,2,2,2,4,3,2,3,Oui,29,Marié(e),Consulting,Tech Lead,1,10,0
Non,1,2,1,3,Ressources Humaines,Occasionnel,5,3,4,1,3,4,4,3,Non,38,Marié(e),Ressources Humaines,Ressources Humaines,1,7,0
Non,1,2,6,3,Infra & Cloud,Frequent,0,3,2,1,3,4,3,3,Oui,28,Divorcé(e),Consulting,Assistant de Direction,1,3,0
Oui,0,0,8,1,Transformation Digitale,Aucun,0,3,3,1,3,4,3,3,Non,18,Célibataire,Consulting,Consultant,1,0,1
Oui,0,3,9,4,Marketing,Occasionnel,0,1,3,2,1,1,3,3,Oui,33,Célibataire,Commercial,Cadre Commercial,0,5,1
Non,1,4,12,4,Infra & Cloud,Occasionnel,0,2,3,1,4,1,3,3,Oui,41,Marié(e),Consulting,Consultant,3,1,0
Oui,1,5,15,3,Transformation Digitale,Frequent,2,3,3,1,3,3,2,3,Non,31,Marié(e),Consulting,Consultant,1,2,1
Non,2,2,25,2,Transformation Digitale,Occasionnel,1,3,2,2,4,3,3,3,Non,37,Divorcé(e),Consulting,Manager,7,6,0
Non,1,0,6,3,Infra & Cloud,Occasionnel,2,4,2,1,3,3,3,3,Non,27,Marié(e),Consulting,Assistant de Direction,1,4,0
Non,0,3,9,1,Infra & Cloud,Occasionnel,1,2,3,2,3,1,2,4,Non,34,Marié(e),Commercial,Cadre Commercial,1,6,0
Non,0,2,8,4,Entrepreunariat,Occasionnel,1,3,3,1,3,2,1,3,Non,35,Célibataire,Ressources Humaines,Ressources Humaines,1,5,0
Oui,1,3,23,1,Infra & Cloud,Occasionnel,3,4,2,3,1,1,1,3,Non,29,Marié(e),Commercial,Cadre Commercial,1,11,1
Non,0,3,9,4,Transformation Digitale,Frequent,2,2,3,3,3,3,2,3,Non,40,Célibataire,Consulting,Directeur Technique,9,18,0
Oui,0,2,12,3,Infra & Cloud,Frequent,13,3,3,4,1,2,2,3,Oui,42,Célibataire,Commercial,Cadre Commercial,0,21,1
Non,0,3,4,4,Marketing,Occasionnel,1,2,3,2,1,4,4,3,Non,42,Célibataire,Commercial,Cadre Commercial,7,6,0
Non,1,2,1,4,Transformation Digitale,Occasionnel,1,4,2,1,3,2,3,3,Non,35,Marié(e),Consulting,Consultant,6,8,0
Non,0,2,24,3,Transformation Digitale,Occasionnel,1,4,3,1,2,4,3,4,Non,24,Célibataire,Consulting,Consultant,8,4,0
Oui,0,4,12,1,Infra & Cloud,Occasionnel,0,3,3,1,4,4,2,3,Oui,28,Marié(e),Consulting,Consultant,1,1,1
Non,1,2,3,4,Transformation Digitale,Occasionnel,0,1,4,1,4,2,3,4,Non,26,Marié(e),Consulting,Consultant,1,8,0
Non,1,3,10,3,Marketing,Occasionnel,1,3,2,2,3,1,3,3,Non,30,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,1,3,26,2,Transformation Digitale,Frequent,0,3,2,2,4,4,1,3,Oui,40,Marié(e),Consulting,Assistant de Direction,3,1,0
Non,1,2,2,3,Infra & Cloud,Occasionnel,6,3,2,3,2,2,4,3,Non,35,Divorcé(e),Consulting,Tech Lead,2,7,0
Non,0,3,1,3,Transformation Digitale,Frequent,4,4,2,2,1,3,3,4,Non,34,Célibataire,Consulting,Manager,0,13,0
Non,1,2,4,4,Autre,Frequent,2,4,2,1,4,2,4,3,Non,35,Marié(e),Consulting,Consultant,1,2,0
Oui,0,2,9,3,Marketing,Occasionnel,1,1,1,2,3,2,2,3,Non,43,Célibataire,Commercial,Cadre Commercial,8,4,1
Non,3,3,2,1,Infra & Cloud,Aucun,0,3,3,1,1,3,3,3,Non,32,Divorcé(e),Commercial,Représentant Commercial,1,1,0
Non,1,2,4,4,Entrepreunariat,Occasionnel,4,4,3,5,1,4,3,3,Non,56,Divorcé(e),Consulting,Senior Manager,4,5,0
Non,1,5,6,1,Transformation Digitale,Occasionnel,0,2,3,1,4,1,3,3,Non,29,Marié(e),Consulting,Consultant,1,10,0
Non,0,4,9,2,Infra & Cloud,Occasionnel,0,3,3,1,1,3,3,4,Non,19,Célibataire,Consulting,Assistant de Direction,1,1,0
Non,1,2,7,3,Transformation Digitale,Occasionnel,0,1,3,1,3,3,2,3,Oui,45,Marié(e),Consulting,Assistant de Direction,4,3,0
Non,1,2,1,3,Infra & Cloud,Occasionnel,3,4,2,2,4,2,2,3,Non,37,Marié(e),Consulting,Tech Lead,1,14,0
Non,0,2,3,3,Infra & Cloud,Occasionnel,1,1,2,1,3,1,2,3,Non,20,Célibataire,Consulting,Consultant,1,2,0
Oui,0,4,10,4,Infra & Cloud,Occasionnel,0,3,3,1,3,3,3,3,Oui,44,Célibataire,Consulting,Assistant de Direction,1,6,1
Non,1,6,7,2,Transformation Digitale,Occasionnel,4,4,3,5,3,2,3,3,Non,53,Divorcé(e),Consulting,Senior Manager,3,7,0
Non,1,2,15,1,Infra & Cloud,Occasionnel,1,2,1,1,4,1,2,3,Oui,29,Marié(e),Consulting,Assistant de Direction,0,5,0
Oui,1,5,3,4,Infra & Cloud,Frequent,0,3,2,1,4,2,3,3,Oui,22,Marié(e),Consulting,Assistant de Direction,0,0,1
Non,0,2,2,3,Marketing,Occasionnel,15,3,3,4,1,1,3,4,Non,46,Marié(e),Commercial,Senior Manager,8,26,0
Non,0,3,17,3,Infra & Cloud,Aucun,0,4,1,1,3,4,3,3,Non,44,Célibataire,Consulting,Assistant de Direction,2,0,0
Non,1,2,2,3,Ressources Humaines,Occasionnel,1,2,3,1,3,4,3,3,Non,33,Marié(e),Ressources Humaines,Ressources Humaines,1,5,0
Oui,1,2,5,2,Infra & Cloud,Aucun,0,1,2,1,1,1,1,3,Non,41,Divorcé(e),Consulting,Assistant de Direction,6,1,1
Non,3,3,29,4,Infra & Cloud,Occasionnel,0,3,3,2,1,3,3,3,Non,30,Divorcé(e),Commercial,Cadre Commercial,8,4,0
Non,3,2,2,4,Transformation Digitale,Frequent,0,2,3,2,2,4,3,3,Non,40,Marié(e),Commercial,Cadre Commercial,5,0,0
Non,1,3,2,3,Transformation Digitale,Frequent,2,4,3,4,1,3,3,4,Non,50,Marié(e),Consulting,Senior Manager,2,2,0
Non,3,2,19,4,Transformation Digitale,Occasionnel,3,4,2,1,1,3,3,3,Non,28,Marié(e),Consulting,Consultant,1,6,0
Non,1,2,15,2,Infra & Cloud,Occasionnel,0,4,3,5,2,1,3,3,Non,46,Marié(e),Consulting,Directeur Technique,5,4,0
Non,3,2,17,4,Infra & Cloud,Occasionnel,1,3,3,2,1,4,3,3,Oui,35,Marié(e),Commercial,Cadre Commercial,3,7,0
Oui,1,3,17,2,Infra & Cloud,Occasionnel,0,4,3,1,2,1,1,3,Non,24,Marié(e),Consulting,Consultant,1,1,1
Non,1,3,25,3,Transformation Digitale,Frequent,0,2,3,2,3,1,2,3,Non,33,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,1,4,6,4,Infra & Cloud,Occasionnel,1,3,1,1,3,3,3,3,Non,36,Divorcé(e),Consulting,Consultant,1,7,0
Non,3,4,7,4,Infra & Cloud,Occasionnel,8,3,3,2,3,1,2,3,Non,30,Divorcé(e),Consulting,Consultant,1,10,0
Non,0,3,29,4,Autre,Occasionnel,13,4,3,2,4,2,3,4,Non,44,Célibataire,Consulting,Assistant de Direction,1,20,0
Non,0,2,21,3,Marketing,Occasionnel,2,3,4,1,4,4,3,3,Non,20,Célibataire,Commercial,Représentant Commercial,1,2,0
Non,1,3,2,4,Entrepreunariat,Occasionnel,1,4,3,2,4,3,2,3,Non,46,Divorcé(e),Consulting,Tech Lead,2,6,0
Non,1,3,2,5,Transformation Digitale,Aucun,0,4,4,2,1,1,4,3,Non,42,Marié(e),Ressources Humaines,Ressources Humaines,7,4,0
Non,1,3,7,4,Marketing,Occasionnel,1,2,4,2,4,2,3,3,Oui,60,Divorcé(e),Commercial,Cadre Commercial,0,11,0
Non,1,2,13,3,Autre,Frequent,2,3,2,1,2,3,3,4,Non,32,Marié(e),Consulting,Consultant,1,2,0
Non,0,2,2,2,Infra & Cloud,Frequent,0,4,3,2,3,4,3,3,Oui,32,Célibataire,Consulting,Assistant de Direction,4,8,0
Non,1,2,1,3,Entrepreunariat,Occasionnel,7,3,1,3,1,3,3,4,Oui,36,Divorcé(e),Consulting,Tech Lead,2,7,0
Non,1,5,9,3,Transformation Digitale,Occasionnel,4,1,3,1,4,2,3,3,Non,33,Marié(e),Consulting,Assistant de Direction,0,14,0
Non,1,2,10,3,Entrepreunariat,Occasionnel,1,2,2,2,2,2,4,3,Non,40,Divorcé(e),Commercial,Cadre Commercial,7,5,0
Non,0,4,10,4,Infra & Cloud,Occasionnel,1,3,3,2,4,2,3,3,Non,25,Célibataire,Commercial,Cadre Commercial,0,4,0
Non,1,2,1,3,Transformation Digitale,Occasionnel,5,4,3,1,2,1,3,4,Oui,30,Marié(e),Consulting,Assistant de Direction,0,11,0
Non,0,6,26,5,Transformation Digitale,Frequent,0,1,3,3,1,3,3,3,Oui,42,Marié(e),Consulting,Directeur Technique,3,1,0
Non,1,6,8,2,Marketing,Aucun,4,3,2,3,4,2,2,3,Oui,35,Marié(e),Commercial,Cadre Commercial,4,13,0
Non,2,3,14,3,Infra & Cloud,Occasionnel,6,1,3,1,1,4,2,3,Oui,27,Marié(e),Consulting,Assistant de Direction,1,9,0
Non,1,2,1,4,Infra & Cloud,Frequent,1,4,3,3,3,1,1,3,Non,54,Divorcé(e),Consulting,Tech Lead,7,5,0
Non,1,5,2,1,Infra & Cloud,Occasionnel,7,1,4,1,4,4,3,3,Non,44,Marié(e),Consulting,Assistant de Direction,1,10,0
Oui,0,2,10,3,Transformation Digitale,Aucun,0,1,2,1,2,2,4,4,Oui,19,Célibataire,Consulting,Assistant de Direction,1,1,1
Non,3,5,1,3,Infra & Cloud,Occasionnel,1,1,3,1,4,1,3,3,Non,29,Divorcé(e),Consulting,Assistant de Direction,1,3,0
Non,0,2,3,3,Infra & Cloud,Occasionnel,0,4,3,4,4,1,3,3,Non,54,Marié(e),Consulting,Directeur Technique,3,10,0
Non,0,2,11,2,Transformation Digitale,Occasionnel,0,3,3,2,1,4,2,3,Oui,31,Marié(e),Consulting,Manager,1,6,0
Non,0,2,24,3,Transformation Digitale,Occasionnel,1,3,2,2,1,2,3,3,Non,31,Célibataire,Consulting,Manager,1,10,0
Non,0,2,3,3,Infra & Cloud,Occasionnel,0,3,2,2,4,4,3,3,Non,59,Célibataire,Commercial,Cadre Commercial,5,6,0
Non,1,2,3,3,Infra & Cloud,Occasionnel,0,3,1,5,4,2,3,3,Non,43,Marié(e),Consulting,Directeur Technique,3,8,0
Non,1,2,4,2,Transformation Digitale,Occasionnel,0,1,2,5,3,3,4,3,Non,49,Marié(e),Consulting,Senior Manager,2,1,0
Non,0,2,3,3,Entrepreunariat,Frequent,0,3,3,1,2,3,2,3,Non,36,Marié(e),Consulting,Assistant de Direction,1,11,0
Non,0,4,2,2,Entrepreunariat,Occasionnel,0,4,4,1,2,3,2,3,Non,48,Célibataire,Consulting,Consultant,5,1,0
Non,3,2,4,2,Infra & Cloud,Occasionnel,0,1,3,1,3,2,3,3,Non,27,Divorcé(e),Consulting,Assistant de Direction,1,5,0
Non,2,2,7,3,Infra & Cloud,Occasionnel,1,3,3,2,4,2,3,3,Oui,29,Divorcé(e),Consulting,Manager,1,6,0
Non,0,3,1,3,Infra & Cloud,Occasionnel,0,4,2,5,4,3,4,3,Non,48,Célibataire,Consulting,Directeur Technique,6,1,0
Non,2,2,1,3,Infra & Cloud,Occasionnel,1,4,2,4,4,2,2,3,Non,29,Divorcé(e),Consulting,Directeur Technique,3,7,0
Non,0,5,20,3,Entrepreunariat,Occasionnel,0,3,4,1,3,4,2,3,Non,34,Marié(e),Consulting,Assistant de Direction,0,1,0
Non,1,5,5,3,Marketing,Occasionnel,3,2,3,5,2,3,3,3,Non,44,Marié(e),Commercial,Senior Manager,7,22,0
Non,2,3,10,5,Marketing,Occasionnel,0,4,4,3,3,4,3,3,Oui,33,Divorcé(e),Commercial,Cadre Commercial,0,9,0
Non,0,2,25,3,Infra & Cloud,Occasionnel,0,2,4,1,4,4,3,3,Oui,19,Célibataire,Consulting,Assistant de Direction,1,1,0
Non,1,2,1,2,Infra & Cloud,Occasionnel,0,4,3,1,3,4,3,4,Non,23,Marié(e),Consulting,Assistant de Direction,1,1,0
Oui,0,4,24,1,Infra & Cloud,Frequent,1,3,1,1,4,4,3,3,Oui,25,Célibataire,Commercial,Représentant Commercial,1,1,1
Non,0,2,4,2,Infra & Cloud,Occasionnel,2,3,3,1,4,2,2,4,Oui,26,Célibataire,Consulting,Assistant de Direction,1,8,0
Oui,0,2,2,3,Marketing,Occasionnel,1,1,1,5,2,1,3,3,Oui,45,Célibataire,Commercial,Senior Manager,2,24,1
Non,1,3,8,1,Transformation Digitale,Aucun,15,4,2,4,2,4,3,3,Oui,55,Divorcé(e),Consulting,Manager,1,33,0
Oui,0,2,10,2,Infra & Cloud,Frequent,2,1,2,1,3,3,1,4,Non,21,Célibataire,Consulting,Consultant,1,2,1
Non,1,2,4,2,Marketing,Occasionnel,0,4,2,5,2,3,3,3,Non,46,Marié(e),Commercial,Senior Manager,2,11,0
Non,0,3,2,3,Marketing,Occasionnel,0,3,3,2,1,4,3,3,Oui,34,Célibataire,Commercial,Cadre Commercial,0,3,0
Non,1,5,9,3,Infra & Cloud,Frequent,11,4,3,5,2,1,2,4,Oui,51,Divorcé(e),Commercial,Senior Manager,4,29,0
Non,0,6,18,4,Transformation Digitale,Occasionnel,5,4,3,3,4,4,2,3,Non,59,Célibataire,Consulting,Tech Lead,6,9,0
Non,2,2,19,3,Transformation Digitale,Frequent,5,3,3,2,2,3,4,3,Non,34,Divorcé(e),Consulting,Consultant,4,11,0
Non,0,2,1,4,Transformation Digitale,Frequent,0,4,3,1,3,3,2,3,Oui,28,Célibataire,Consulting,Consultant,0,4,0
Non,2,4,4,2,Infra & Cloud,Occasionnel,14,3,4,5,1,4,2,3,Non,44,Divorcé(e),Consulting,Senior Manager,1,25,0
Non,2,5,11,3,Infra & Cloud,Frequent,1,3,2,2,2,4,4,3,Non,34,Marié(e),Ressources Humaines,Ressources Humaines,4,10,0
Non,0,3,6,1,Infra & Cloud,Occasionnel,2,3,3,1,3,4,3,3,Oui,35,Marié(e),Consulting,Assistant de Direction,0,3,0
Non,0,2,7,4,Transformation Digitale,Occasionnel,0,2,4,2,2,4,3,3,Oui,42,Marié(e),Consulting,Assistant de Direction,6,1,0
Non,0,3,4,4,Marketing,Occasionnel,15,4,2,3,4,4,4,3,Non,43,Célibataire,Commercial,Cadre Commercial,3,21,0
Non,0,2,2,4,Infra & Cloud,Occasionnel,5,3,3,2,2,4,3,3,Oui,36,Célibataire,Consulting,Tech Lead,9,16,0
Oui,1,2,15,3,Transformation Digitale,Occasionnel,0,1,3,3,4,4,3,3,Non,44,Marié(e),Consulting,Manager,1,10,1
Non,1,2,2,3,Infra & Cloud,Frequent,2,4,2,1,4,2,3,3,Oui,28,Marié(e),Consulting,Consultant,1,2,0
Non,0,6,6,2,Transformation Digitale,Frequent,7,2,2,1,3,2,2,3,Non,51,Célibataire,Consulting,Consultant,0,7,0
Non,0,3,9,2,Transformation Digitale,Aucun,1,3,3,2,3,3,3,3,Oui,30,Célibataire,Consulting,Tech Lead,7,8,0
Oui,2,2,7,3,Entrepreunariat,Occasionnel,7,2,3,1,3,1,3,3,Oui,29,Divorcé(e),Consulting,Consultant,3,7,1
Non,0,2,1,3,Entrepreunariat,Occasionnel,1,4,3,1,1,2,2,3,Non,28,Célibataire,Consulting,Assistant de Direction,2,3,0
Non,0,3,1,3,Transformation Digitale,Occasionnel,2,4,3,1,2,4,2,3,Non,25,Célibataire,Consulting,Assistant de Direction,1,2,0
Non,2,4,8,3,Transformation Digitale,Occasionnel,0,3,4,2,4,3,4,3,Non,32,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,0,4,25,3,Transformation Digitale,Frequent,0,2,3,5,2,3,3,4,Non,45,Célibataire,Consulting,Senior Manager,3,0,0
Non,2,4,13,4,Transformation Digitale,Occasionnel,15,3,2,4,2,4,3,3,Oui,39,Divorcé(e),Consulting,Senior Manager,6,19,0
Non,2,3,23,4,Infra & Cloud,Occasionnel,2,1,3,1,3,4,3,3,Non,58,Divorcé(e),Consulting,Assistant de Direction,1,2,0
Oui,1,3,7,2,Infra & Cloud,Occasionnel,1,4,3,2,3,1,3,3,Non,32,Marié(e),Consulting,Consultant,1,10,1
Oui,0,2,23,3,Transformation Digitale,Occasionnel,0,3,3,1,1,1,3,3,Non,39,Célibataire,Consulting,Assistant de Direction,0,5,1
Non,1,6,6,3,Entrepreunariat,Occasionnel,6,1,2,2,4,1,3,3,Non,30,Marié(e),Consulting,Consultant,0,9,0
Non,0,0,10,4,Entrepreunariat,Occasionnel,1,4,3,3,3,1,3,3,Non,36,Marié(e),Consulting,Manager,3,7,0
Non,0,3,1,2,Infra & Cloud,Occasionnel,5,4,3,1,1,3,4,3,Non,46,Célibataire,Ressources Humaines,Ressources Humaines,6,7,0
Non,3,6,1,3,Infra & Cloud,Aucun,7,3,1,2,4,1,3,3,Non,28,Marié(e),Consulting,Consultant,0,9,0
Non,0,2,28,3,Infra & Cloud,Occasionnel,1,4,3,4,1,2,3,3,Oui,50,Marié(e),Consulting,Directeur Technique,4,3,0
Oui,0,2,25,4,Marketing,Occasionnel,1,4,2,3,2,3,3,3,Oui,40,Célibataire,Commercial,Cadre Commercial,2,5,1
Oui,0,2,5,3,Infra & Cloud,Occasionnel,7,2,3,3,2,3,2,3,Oui,52,Célibataire,Commercial,Cadre Commercial,9,8,1
